filename,directory,extension,lines_count,words_count,symbols_count,commits_count,authors_count,creation_date,creation_author,modification_date,modification_author
HSVColorMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,125,421,5056,6,1,10/08/19 21:54:21,I. Alshannikov,07/13/21 18:39:58,I. Alshannikov
IdentityDiscreteMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,30,115,1206,6,1,10/08/19 21:54:21,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
IdentityMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,31,112,1171,7,1,10/08/19 21:54:21,I. Alshannikov,07/13/21 18:39:58,I. Alshannikov
LinearNormalizingMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,32,122,1291,6,1,10/08/19 21:54:21,I. Alshannikov,07/09/21 23:06:00,I. Alshannikov
MapperProviderBase,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,10,50,365,3,1,10/08/19 21:54:21,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
SizeAreaMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,18,58,515,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SizeMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,29,92,915,4,1,10/08/19 21:54:21,I. Alshannikov,07/23/20 21:17:29,I. Alshannikov
AxisTheme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/theme/,kt,50,117,1187,7,2,02/19/20 23:37:50,I. Alshannikov,12/03/21 22:11:18,I. Alshannikov
FacetsTheme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/theme/,kt,18,58,490,6,1,01/21/21 22:22:15,I. Alshannikov,10/19/21 01:25:05,I. Alshannikov
LegendTheme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/theme/,kt,41,120,1114,3,1,02/19/20 23:37:50,I. Alshannikov,12/02/21 21:08:29,I. Alshannikov
PanelGridTheme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/theme/,kt,22,58,503,1,1,10/05/21 21:36:47,I. Alshannikov,10/05/21 21:36:47,I. Alshannikov
PanelTheme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/theme/,kt,21,69,581,5,1,10/04/21 21:19:44,I. Alshannikov,10/18/21 23:42:55,I. Alshannikov
PlotTheme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/theme/,kt,19,59,506,4,1,01/28/21 23:52:28,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
Theme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/theme/,kt,23,61,510,7,2,02/19/20 23:37:50,I. Alshannikov,10/18/21 23:42:55,I. Alshannikov
ConstantValue,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/tooltip/,kt,45,119,1244,9,2,06/22/20 12:09:00,O. Larionova,08/18/21 00:34:33,O. Larionova
DataFrameValue,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/tooltip/,kt,53,174,1795,10,2,09/18/20 14:02:45,O. Larionova,08/18/21 00:34:33,O. Larionova
MappingValue,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/tooltip/,kt,76,232,2622,14,3,09/18/20 14:02:45,O. Larionova,11/23/21 16:28:39,O. Larionova
TooltipLine,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/tooltip/,kt,66,216,2512,10,2,09/18/20 14:02:45,O. Larionova,11/25/21 13:06:51,O. Larionova
TooltipSpecification,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/tooltip/,kt,43,102,1307,3,1,09/18/20 14:02:45,O. Larionova,12/24/20 11:13:18,O. Larionova
ValueSource,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/tooltip/,kt,22,67,570,4,1,09/18/20 14:02:45,O. Larionova,01/29/21 14:58:25,O. Larionova
RingAssertion,plot-builder-portable/src/jvmTest/kotlin/plot/builder/data/,kt,41,138,1367,5,3,10/08/19 21:54:21,I. Alshannikov,11/18/19 18:13:28,I. Kupriyanov
TestDataGen,plot-builder-portable/src/jvmTest/kotlin/plot/builder/data/,kt,54,163,1457,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
ThemeElemBlankTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/defaultTheme/,kt,77,350,3307,1,1,10/13/21 23:59:20,I. Alshannikov,10/13/21 23:59:20,I. Alshannikov
ThemeElemSizeTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/defaultTheme/,kt,65,275,2504,1,1,10/13/21 23:59:20,I. Alshannikov,10/13/21 23:59:20,I. Alshannikov
ThemeOptionTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/defaultTheme/values/,kt,126,513,6263,4,1,10/22/21 00:18:13,I. Alshannikov,12/02/21 21:08:29,I. Alshannikov
ClosestPointCheckerTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,117,287,3596,4,3,02/19/20 23:37:50,I. Alshannikov,11/11/20 12:02:56,O. Larionova
GeomTargetInteractionAreaFunctionTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,37,101,1184,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
GeomTargetInteractionBivariateFunctionTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,88,200,2771,3,3,02/19/20 23:37:50,I. Alshannikov,12/11/20 18:32:24,I. Krukov
GeomTargetInteractionUnivariateFunctionTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,89,200,2904,3,3,02/19/20 23:37:50,I. Alshannikov,12/11/20 18:32:24,I. Krukov
HelperTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,69,301,2605,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
MappedDataAccessMock,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,95,247,2639,4,3,02/19/20 23:37:50,I. Alshannikov,11/23/21 16:28:39,O. Larionova
TestingGeomTargetBuilder,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,76,247,2863,2,2,02/19/20 23:37:50,I. Alshannikov,10/13/20 16:31:33,O. Larionova
TestingTooltipSpecsBuilder,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,95,270,3612,7,3,02/19/20 23:37:50,I. Alshannikov,10/19/21 20:57:28,I. Kupriyanov
TestUtil,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,433,1346,15033,6,3,02/19/20 23:37:50,I. Alshannikov,10/19/21 20:57:28,I. Kupriyanov
TooltipSpecAxisTooltipTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,68,185,2355,7,3,02/19/20 23:37:50,I. Alshannikov,06/15/20 21:21:23,I. Kupriyanov
TooltipSpecFactoryHintShapeTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,85,189,2700,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
TooltipSpecFactoryTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,123,290,4420,4,3,02/19/20 23:37:50,I. Alshannikov,09/20/21 10:06:27,O. Larionova
TooltipSpecTestHelper,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/,kt,140,457,5598,10,3,02/19/20 23:37:50,I. Alshannikov,10/19/21 20:57:28,I. Kupriyanov
LayerTargetCollectorWithLocatorTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,126,386,4849,4,1,12/21/20 10:47:04,O. Larionova,09/08/21 14:34:24,O. Larionova
LayerTargetLocatorPathHoverXTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,72,195,2277,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LayerTargetLocatorPathNearestXTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,72,195,2289,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LayerTargetLocatorSinglePointTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,72,236,2470,3,3,02/19/20 23:37:50,I. Alshannikov,03/12/21 08:39:01,O. Larionova
LayerTargetLocatorSinglePolygonTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,64,247,2497,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LayerTargetLocatorSingleRectTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,69,264,2686,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LayerTargetLocatorThreePathsTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,88,226,2976,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LayerTargetLocatorTwoDistinctPolygonsTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,58,219,2288,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LayerTargetLocatorTwoOverlappedRectsTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,106,414,4727,3,3,02/19/20 23:37:50,I. Alshannikov,11/11/20 12:02:56,O. Larionova
LayerTargetLocatorTwoPathsTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,66,217,2326,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LayerTargetLocatorTwoPointsTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,133,448,4969,3,3,02/19/20 23:37:50,I. Alshannikov,03/12/21 08:39:01,O. Larionova
LayerTargetLocatorTwoRectsTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,75,291,3093,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
LocatedTargetsPickerTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,182,439,6633,5,3,02/19/20 23:37:50,I. Alshannikov,10/14/21 13:44:08,I. Kupriyanov
LocatorByGeneralTooltipTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,198,580,8361,6,2,12/28/20 17:32:20,O. Larionova,10/14/21 13:44:08,I. Kupriyanov
LocatorForSameObjectsTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,72,273,2981,3,2,12/03/20 14:24:07,O. Larionova,10/14/21 13:44:08,I. Kupriyanov
MultiPolygonTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,90,292,3274,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
PolygonEdgeCasesTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,311,991,10654,4,2,02/19/20 23:37:50,I. Alshannikov,09/22/21 21:17:35,I. Alshannikov
PolygonSawTeethDownTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,88,247,2777,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
PolygonSawTeethUpTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,73,214,2297,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
TargetLocatorPathXTestBase,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/loc/,kt,46,185,1689,2,2,02/19/20 23:37:50,I. Alshannikov,05/06/20 21:37:32,I. Kupriyanov
Mockito4K,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/mockito/,kt,17,58,419,2,2,02/19/20 23:37:50,I. Alshannikov,05/26/20 23:19:48,I. Kupriyanov
ReturnsNotNullValuesAnswer,plot-builder-portable/src/jvmTest/kotlin/plot/builder/interact/mockito/,kt,31,109,1102,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
GroupRandomSamplingTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/sampling/method/,kt,85,190,2436,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
GroupSamplingTestBase,plot-builder-portable/src/jvmTest/kotlin/plot/builder/sampling/method/,kt,37,130,1213,4,2,10/08/19 21:54:21,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
GroupSystematicSamplingTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/sampling/method/,kt,147,381,4712,4,2,10/08/19 21:54:21,I. Alshannikov,05/15/20 19:35:40,I. Krukov
RandomSamplingTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/sampling/method/,kt,50,124,1323,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SystematicSamplingTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/sampling/method/,kt,113,308,3381,4,2,10/08/19 21:54:21,I. Alshannikov,05/15/20 19:35:40,I. Krukov
VertexSamplingTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/sampling/method/,kt,175,576,6310,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
DefaultMapperProviderTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/scale/,kt,19,65,564,4,2,10/08/19 21:54:21,I. Alshannikov,06/15/20 21:21:23,I. Kupriyanov
DefaultNaValueTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/scale/,kt,19,67,531,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
ScaleProviderBuilderTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/scale/,kt,50,190,2027,4,2,07/03/21 17:02:47,I. Alshannikov,11/25/21 12:37:32,O. Larionova
ScaleProviderHelperTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/scale/,kt,23,79,717,4,2,05/01/20 22:36:37,I. Kupriyanov,10/26/20 21:42:20,I. Alshannikov
ColorMapperTest,plot-builder-portable/src/jvmTest/kotlin/plot/builder/scale/mapper/,kt,39,145,1238,4,1,10/08/19 21:54:21,I. Alshannikov,07/23/20 21:17:29,I. Alshannikov
build,plot-common-portable/,gradle,77,146,2122,6,3,10/08/19 21:54:21,I. Alshannikov,04/18/20 18:50:26,I. Alshannikov
ColorPalette,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/color/,kt,137,518,5177,3,1,10/08/19 21:54:21,I. Alshannikov,10/16/20 23:59:14,I. Alshannikov
ColorScheme,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/color/,kt,16,52,391,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
ColorSets,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/color/,kt,670,2963,34254,3,1,10/08/19 21:54:21,I. Alshannikov,12/16/19 23:49:15,I. Alshannikov
ColorUtil,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/color/,kt,36,133,1330,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
PaletteUtil,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/color/,kt,80,255,2949,6,1,10/08/19 21:54:21,I. Alshannikov,08/30/21 20:39:38,I. Alshannikov
RGBChannelGen,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/color/,kt,79,249,2654,4,1,10/08/19 21:54:21,I. Alshannikov,07/24/20 21:20:13,I. Alshannikov
DataType,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/data/,kt,38,89,1002,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
RegularMeshDetector,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/data/,kt,166,440,5598,6,2,10/08/19 21:54:21,I. Alshannikov,08/30/21 20:39:38,I. Alshannikov
SeriesUtil,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/data/,kt,346,1011,10842,16,3,10/08/19 21:54:21,I. Alshannikov,10/26/21 21:31:19,I. Kupriyanov
DouglasPeuckerSimplification,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/geometry/,kt,63,205,2183,3,1,10/08/19 21:54:21,I. Alshannikov,09/22/21 21:17:35,I. Alshannikov
PolylineSimplifier,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/geometry/,kt,85,218,2625,3,1,10/08/19 21:54:21,I. Alshannikov,09/22/21 21:17:35,I. Alshannikov
VisvalingamWhyattSimplification,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/geometry/,kt,158,412,4783,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
DateTimeFormatUtil,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/text/,kt,20,76,670,4,3,10/08/19 21:54:21,I. Alshannikov,08/18/21 00:34:33,O. Larionova
Formatter,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/text/,kt,110,321,3729,3,2,10/08/19 21:54:21,I. Alshannikov,11/19/19 12:32:17,I. Kupriyanov
TimeUtil,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/,kt,31,109,1005,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
DurationInterval,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,53,160,1662,3,2,10/08/19 21:54:21,I. Alshannikov,11/19/19 12:32:17,I. Kupriyanov
MeasuredInDays,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,42,140,1449,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
MonthInterval,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,41,134,1272,3,2,10/08/19 21:54:21,I. Alshannikov,11/19/19 12:32:17,I. Kupriyanov
NiceTimeInterval,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,65,212,2136,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
QuarterInterval,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,17,57,487,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SemesterInterval,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,41,120,1416,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
TimeInterval,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,88,237,2809,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
YearInterval,plot-common-portable/src/commonMain/kotlin/jetbrains/datalore/plot/common/time/interval/,kt,38,126,1179,3,2,10/08/19 21:54:21,I. Alshannikov,11/19/19 12:32:17,I. Kupriyanov
RegularMeshDetectorTest,plot-common-portable/src/commonTest/kotlin/jetbrains/datalore/plot/common/data/,kt,170,501,5471,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SeriesUtilTest,plot-common-portable/src/commonTest/kotlin/jetbrains/datalore/plot/common/data/,kt,36,96,933,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
MeanTest,plot-common-portable/src/jvmTest/kotlin/plot/common/data/,kt,93,223,2833,1,1,10/26/21 21:31:19,I. Kupriyanov,10/26/21 21:31:19,I. Kupriyanov
SeriesUtilFilterFiniteTest,plot-common-portable/src/jvmTest/kotlin/plot/common/data/,kt,83,291,3108,1,1,01/05/21 18:51:54,I. Alshannikov,01/05/21 18:51:54,I. Alshannikov
DouglasPeuckerSimplificationTest,plot-common-portable/src/jvmTest/kotlin/plot/common/geometry/,kt,45,117,1359,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
TestUtil,plot-common-portable/src/jvmTest/kotlin/plot/common/geometry/,kt,232,1098,12456,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
VisvalingamWhyattSimplificationTest,plot-common-portable/src/jvmTest/kotlin/plot/common/geometry/,kt,45,135,1519,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
DateTimeFormatUtilTest,plot-common-portable/src/jvmTest/kotlin/plot/common/text/,kt,50,133,1405,4,2,10/08/19 21:54:21,I. Alshannikov,05/27/20 10:39:02,I. Kupriyanov
FormatterTest,plot-common-portable/src/jvmTest/kotlin/plot/common/text/,kt,117,391,4572,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
build,plot-config/,gradle,85,210,2886,25,5,10/08/19 20:39:24,I. Alshannikov,11/11/21 12:08:24,I. Kupriyanov
AwtContainerDisposer,plot-config/src/jvmMain/kotlin/plot/,kt,24,74,692,1,1,05/26/21 10:58:19,I. Kupriyanov,05/26/21 10:58:19,I. Kupriyanov
AwtLiveMapFactoryUtil,plot-config/src/jvmMain/kotlin/plot/,kt,59,150,2090,6,2,03/04/21 19:07:49,I. Alshannikov,09/14/21 23:36:37,I. Alshannikov
AwtLiveMapPanel,plot-config/src/jvmMain/kotlin/plot/,kt,109,337,4411,14,2,03/04/21 19:07:49,I. Alshannikov,12/03/21 01:36:12,I. Alshannikov
AwtPlotFactoryUtil,plot-config/src/jvmMain/kotlin/plot/,kt,288,689,10123,5,3,03/08/21 17:10:42,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
DisposableJPanel,plot-config/src/jvmMain/kotlin/plot/,kt,18,62,526,4,3,05/20/20 08:38:51,I. Seleznev,05/26/21 10:58:19,I. Kupriyanov
MonolithicAwt,plot-config/src/jvmMain/kotlin/plot/,kt,79,191,2796,20,3,12/18/19 22:58:06,I. Alshannikov,03/08/21 17:10:42,I. Alshannikov
PlotSvgExport,plot-config/src/jvmMain/kotlin/plot/,kt,27,100,994,4,2,03/16/20 23:13:53,I. Alshannikov,07/21/20 20:07:18,I. Kupriyanov
PlotSvgExportTest,plot-config/src/jvmTest/kotlin/plot/,kt,51,140,1480,7,2,02/28/20 00:43:13,I. Alshannikov,10/11/21 23:26:49,I. Alshannikov
build,plot-config-portable/,gradle,91,212,2983,15,4,10/08/19 20:39:24,I. Alshannikov,11/11/21 12:08:24,I. Kupriyanov
DemoAndTest,plot-config-portable/src/commonMain/kotlin/jetbrains/datalore/plot/,kt,98,300,3333,2,2,09/14/21 15:24:57,I. Krukov,09/17/21 20:46:57,I. Alshannikov
JsonToPlotSpec,plot-config-portable/src/commonMain/kotlin/jetbrains/datalore/plot/,kt,11,52,396,1,1,03/03/20 20:42:45,I. Kupriyanov,03/03/20 20:42:45,I. Kupriyanov
MonolithicCommon,plot-config-portable/src/commonMain/kotlin/jetbrains/datalore/plot/,kt,214,520,7473,8,1,02/19/20 23:37:50,I. Alshannikov,09/14/21 23:36:37,I. Alshannikov
PlotHtmlExport,plot-config-portable/src/commonMain/kotlin/jetbrains/datalore/plot/,kt,101,279,3617,11,1,03/17/20 20:09:26,I. Alshannikov,03/30/21 20:48:05,I. Alshannikov
PlotHtmlHelper,plot-config-portable/src/commonMain/kotlin/jetbrains/datalore/plot/,kt,142,534,6694,10,1,01/17/20 22:55:12,I. Alshannikov,06/01/21 19:23:04,I. Alshannikov
