filename,directory,extension,lines_count,words_count,symbols_count,commits_count,authors_count,creation_date,creation_author,modification_date,modification_author
DefaultTheme,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/,kt,43,146,1361,3,1,10/13/21 23:59:20,I. Alshannikov,10/18/21 23:42:55,I. Alshannikov
ThemeValuesAccess,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/,kt,75,296,2773,4,1,10/13/21 23:59:20,I. Alshannikov,12/03/21 22:11:18,I. Alshannikov
FontFace,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,18,65,535,1,1,10/13/21 23:59:20,I. Alshannikov,10/13/21 23:59:20,I. Alshannikov
ThemeOption,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,163,434,5495,10,1,10/13/21 23:59:20,I. Alshannikov,12/03/21 22:11:18,I. Alshannikov
ThemeValues,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,35,122,1306,2,1,10/13/21 23:59:20,I. Alshannikov,10/22/21 00:18:13,I. Alshannikov
ThemeValuesBase,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,74,314,3099,9,1,10/13/21 23:59:20,I. Alshannikov,12/03/21 22:11:18,I. Alshannikov
ThemeValuesLPMinimal2,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,79,299,3072,4,1,10/13/21 23:59:20,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
ThemeValuesLPNone,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,9,36,269,1,1,10/20/21 20:33:41,I. Alshannikov,10/20/21 20:33:41,I. Alshannikov
ThemeValuesRClassic,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,73,263,2676,3,1,10/13/21 23:59:20,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
ThemeValuesRGrey,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,96,332,3497,4,1,10/13/21 23:59:20,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
ThemeValuesRLight,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,84,306,3150,2,1,10/21/21 18:42:46,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
ThemeValuesRMinimal,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/defaultTheme/values/,kt,77,287,2923,2,1,10/20/21 20:33:41,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
MouseEventPeer,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/event/,kt,77,244,3228,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
AxisComponent,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,352,1053,13165,11,3,02/19/20 23:37:50,I. Alshannikov,12/03/21 22:11:18,I. Alshannikov
ColorBarComponent,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,164,518,6106,6,1,02/19/20 23:37:50,I. Alshannikov,12/02/21 21:08:29,I. Alshannikov
ColorBarComponentLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,154,410,5266,4,1,02/19/20 23:37:50,I. Alshannikov,08/11/21 18:53:22,I. Alshannikov
ColorBarComponentSpec,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,45,153,1601,3,1,02/19/20 23:37:50,I. Alshannikov,08/11/21 18:53:22,I. Alshannikov
LegendArrangement,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,15,47,376,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
LegendBox,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,116,352,4019,4,1,02/19/20 23:37:50,I. Alshannikov,12/02/21 21:08:29,I. Alshannikov
LegendBoxLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,76,225,2591,3,1,02/19/20 23:37:50,I. Alshannikov,12/02/21 21:40:59,I. Alshannikov
LegendBoxSpec,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,49,149,1605,3,1,02/19/20 23:37:50,I. Alshannikov,07/27/21 22:17:30,I. Alshannikov
LegendBreak,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,65,165,2040,2,1,02/19/20 23:37:50,I. Alshannikov,07/09/21 21:53:51,I. Alshannikov
LegendComponent,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,87,301,3190,4,1,02/19/20 23:37:50,I. Alshannikov,12/02/21 21:08:29,I. Alshannikov
LegendComponentLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,195,501,6573,2,2,02/19/20 23:37:50,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
LegendComponentSpec,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,16,60,506,2,1,02/19/20 23:37:50,I. Alshannikov,07/27/21 22:17:30,I. Alshannikov
LegendDirection,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,16,49,387,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
LegendJustification,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,15,62,462,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
LegendPosition,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,30,115,931,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
Orientation,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/guide/,kt,22,65,611,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
ContextualMappingProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/,kt,31,93,1229,12,3,02/19/20 23:37:50,I. Alshannikov,01/29/21 14:58:25,O. Larionova
GeomInteraction,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/,kt,109,316,4597,18,4,02/19/20 23:37:50,I. Alshannikov,01/29/21 14:58:25,O. Larionova
GeomInteractionBuilder,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/,kt,230,641,9546,14,4,02/19/20 23:37:50,I. Alshannikov,11/08/21 17:22:53,O. Larionova
MathUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/,kt,209,551,6498,3,2,02/19/20 23:37:50,I. Alshannikov,11/11/20 12:02:56,O. Larionova
PlotInteractor,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/,kt,28,90,921,2,2,09/27/21 22:29:05,I. Kupriyanov,11/12/21 02:06:02,I. Alshannikov
TooltipSpec,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/,kt,37,136,1239,5,2,02/19/20 23:37:50,I. Alshannikov,01/14/21 12:52:35,O. Larionova
TooltipSpecFactory,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/,kt,164,543,7532,17,3,02/19/20 23:37:50,I. Alshannikov,10/19/21 20:57:28,I. Kupriyanov
FlippedTargetCollector,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,80,187,2552,1,1,09/23/21 18:16:50,O. Larionova,09/23/21 18:16:50,O. Larionova
LayerTargetCollectorWithLocator,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,117,241,3611,9,3,02/19/20 23:37:50,I. Alshannikov,09/23/21 18:16:50,O. Larionova
LayerTargetLocator,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,313,809,11811,7,5,02/19/20 23:37:50,I. Alshannikov,08/30/21 18:28:51,I. Alshannikov
LocatedTargetsPicker,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,153,513,6544,12,3,02/19/20 23:37:50,I. Alshannikov,10/14/21 13:44:08,I. Kupriyanov
TargetDetector,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,252,659,9845,4,3,02/19/20 23:37:50,I. Alshannikov,03/12/21 08:39:01,O. Larionova
TargetProjection,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,199,543,7031,2,2,02/19/20 23:37:50,I. Alshannikov,03/02/21 15:14:54,O. Larionova
TargetPrototype,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,69,267,3252,6,3,02/19/20 23:37:50,I. Alshannikov,10/01/21 13:25:02,O. Larionova
TransformedTargetLocator,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/loc/,kt,68,220,2749,4,2,02/19/20 23:37:50,I. Alshannikov,08/30/21 18:28:51,I. Alshannikov
ToolFeedback,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/interact/tool/,kt,9,35,243,1,1,11/12/21 02:06:02,I. Alshannikov,11/12/21 02:06:02,I. Alshannikov
AxisLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,19,60,572,3,1,02/19/20 23:37:50,I. Alshannikov,11/29/21 22:20:48,I. Alshannikov
AxisLayoutInfo,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,145,411,5412,6,2,02/19/20 23:37:50,I. Alshannikov,11/29/21 22:20:48,I. Alshannikov
FacetGridPlotLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,212,657,8105,14,2,02/19/20 23:37:50,I. Alshannikov,11/13/21 02:13:56,I. Alshannikov
GeometryUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,60,153,1711,3,1,02/19/20 23:37:50,I. Alshannikov,09/09/21 00:33:33,I. Alshannikov
LegendBoxesLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,53,186,2121,3,1,02/19/20 23:37:50,I. Alshannikov,12/09/21 18:28:52,I. Alshannikov
LegendBoxesLayoutUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,79,241,2878,2,1,02/19/20 23:37:50,I. Alshannikov,11/24/21 01:38:01,I. Alshannikov
LegendBoxInfo,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,29,89,879,2,1,02/19/20 23:37:50,I. Alshannikov,10/12/21 21:18:24,I. Alshannikov
LegendsBlockInfo,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,39,114,1370,1,1,11/24/21 01:38:01,I. Alshannikov,11/24/21 01:38:01,I. Alshannikov
LiveMapTileLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,25,87,904,5,2,03/04/20 10:39:54,I. Seleznev,11/24/21 01:38:01,I. Alshannikov
PlotAxisLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,55,176,2046,9,1,02/19/20 23:37:50,I. Alshannikov,11/29/21 22:20:48,I. Alshannikov
PlotLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,15,64,531,2,1,02/19/20 23:37:50,I. Alshannikov,11/13/21 02:13:56,I. Alshannikov
PlotLayoutBase,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,24,88,762,2,2,02/19/20 23:37:50,I. Alshannikov,03/04/20 10:39:54,I. Seleznev
PlotLayoutInfo,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,12,52,404,2,1,02/19/20 23:37:50,I. Alshannikov,11/24/21 01:38:01,I. Alshannikov
PlotLayoutUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,181,492,6251,9,5,02/19/20 23:37:50,I. Alshannikov,11/24/21 01:38:01,I. Alshannikov
SingleTilePlotLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,36,110,1214,3,1,02/19/20 23:37:50,I. Alshannikov,12/04/21 17:43:59,I. Alshannikov
TileLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,13,54,449,2,1,02/19/20 23:37:50,I. Alshannikov,11/13/21 02:13:56,I. Alshannikov
TileLayoutInfo,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,94,275,3142,8,2,02/19/20 23:37:50,I. Alshannikov,09/14/21 00:31:45,I. Alshannikov
XYPlotLayoutUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,106,306,3855,3,1,02/19/20 23:37:50,I. Alshannikov,11/24/21 01:38:01,I. Alshannikov
XYPlotTileLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/,kt,206,523,7591,8,1,02/19/20 23:37:50,I. Alshannikov,11/29/21 22:20:48,I. Alshannikov
AdaptableAxisBreaksProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/,kt,28,103,1033,5,1,02/19/20 23:37:50,I. Alshannikov,09/24/21 20:23:42,I. Alshannikov
AxisBreaksProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/,kt,16,55,453,2,1,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
AxisBreaksProviderFactory,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/,kt,37,117,1523,1,1,09/03/21 16:38:26,I. Alshannikov,09/03/21 16:38:26,I. Alshannikov
AxisLayouter,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/,kt,85,249,3570,2,1,02/19/20 23:37:50,I. Alshannikov,08/11/21 22:46:34,I. Alshannikov
FixedAxisBreaksProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/,kt,20,63,569,5,1,02/19/20 23:37:50,I. Alshannikov,09/24/21 20:23:42,I. Alshannikov
HorizontalAxisLayouter,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/,kt,27,108,1030,3,1,02/19/20 23:37:50,I. Alshannikov,08/11/21 22:46:34,I. Alshannikov
VerticalAxisLayouter,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/,kt,22,106,985,2,1,02/19/20 23:37:50,I. Alshannikov,07/23/20 21:17:29,I. Alshannikov
AbstractFixedBreaksLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,96,318,3737,3,2,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
AxisLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,120,294,4305,3,2,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
AxisLabelsLayoutInfo,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,92,261,3153,2,1,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
BreakLabelsLayoutUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,160,460,5744,9,3,02/19/20 23:37:50,I. Alshannikov,12/03/21 18:24:18,I. Alshannikov
HorizontalFixedBreaksLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,109,259,3799,4,1,02/19/20 23:37:50,I. Alshannikov,10/08/21 00:49:53,I. Alshannikov
HorizontalFlexBreaksLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,85,216,3004,3,2,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
HorizontalMultilineLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,108,323,4177,3,1,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
HorizontalSimpleLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,115,334,4344,3,1,02/19/20 23:37:50,I. Alshannikov,10/08/21 00:49:53,I. Alshannikov
HorizontalTiltedLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,92,323,3557,2,1,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
HorizontalVerticalLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,82,263,3073,2,1,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
VerticalFixedBreaksLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,41,131,1474,2,1,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
VerticalFlexBreaksLabelsLayout,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/layout/axis/label/,kt,59,178,2096,3,2,02/19/20 23:37:50,I. Alshannikov,08/10/21 21:20:51,I. Alshannikov
Defaults,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/presentation/,kt,85,283,2995,18,3,02/19/20 23:37:50,I. Alshannikov,12/02/21 21:08:29,I. Alshannikov
LabelCss,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/presentation/,kt,25,88,901,2,1,02/19/20 23:37:50,I. Alshannikov,11/30/21 01:35:44,I. Alshannikov
LabelMetrics,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/presentation/,kt,68,176,1985,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
LabelSpec,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/presentation/,kt,22,62,521,1,1,02/19/20 23:37:50,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
PlotLabelSpec,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/presentation/,kt,52,159,1657,2,1,02/19/20 23:37:50,I. Alshannikov,11/30/21 01:35:44,I. Alshannikov
Style,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/presentation/,kt,87,282,3070,6,2,02/19/20 23:37:50,I. Alshannikov,12/01/21 02:43:31,I. Alshannikov
GroupAwareSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/,kt,14,57,468,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
PointSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/,kt,13,51,406,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Sampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/,kt,10,37,267,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Samplings,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/,kt,71,211,2348,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
GroupRandomSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,38,120,1306,4,2,10/08/19 21:54:21,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
GroupSamplingBase,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,35,129,1350,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
GroupSystematicSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,43,140,1555,4,2,10/08/19 21:54:21,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
PickSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,48,163,1571,6,1,10/08/19 21:54:21,I. Alshannikov,08/30/21 18:28:51,I. Alshannikov
RandomSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,35,121,1183,5,3,10/08/19 21:54:21,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
RandomStratifiedSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,82,259,3279,5,3,10/08/19 21:54:21,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
SamplingBase,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,20,80,662,4,2,10/08/19 21:54:21,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
SamplingUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,125,421,4436,11,5,10/08/19 21:54:21,I. Alshannikov,09/22/21 21:17:35,I. Alshannikov
SystematicSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,53,163,1681,4,2,10/08/19 21:54:21,I. Alshannikov,08/04/21 14:33:33,V. Dovidaytis
VertexSampling,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/sampling/method/,kt,105,374,4062,8,4,10/08/19 21:54:21,I. Alshannikov,09/22/21 21:17:35,I. Alshannikov
ContinuousOnlyMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,15,76,677,1,1,08/03/21 20:55:54,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
DefaultMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,180,802,8247,11,4,10/08/19 21:54:21,I. Alshannikov,08/17/21 12:57:56,I. Kupriyanov
DefaultMapperProviderUtil,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,107,334,4489,10,2,10/08/19 21:54:21,I. Alshannikov,07/13/21 18:39:58,I. Alshannikov
DefaultNaValue,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,110,607,4662,5,2,10/08/19 21:54:21,I. Alshannikov,08/17/21 12:57:56,I. Kupriyanov
DiscreteOnlyMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,21,89,835,1,1,08/03/21 20:55:54,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
GuideMapper,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,15,56,432,2,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
MapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,26,80,795,6,1,10/08/19 21:54:21,I. Alshannikov,07/09/21 23:06:00,I. Alshannikov
ScaleProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,28,112,1001,8,1,10/08/19 21:54:21,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
ScaleProviderBuilder,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,305,861,10868,22,4,10/08/19 21:54:21,I. Alshannikov,08/18/21 00:34:33,O. Larionova
ScaleProviderHelper,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,37,118,1177,4,1,10/08/19 21:54:21,I. Alshannikov,07/19/21 22:50:56,I. Alshannikov
WithGuideBreaks,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/,kt,11,43,322,3,1,10/08/19 21:54:21,I. Alshannikov,11/25/20 22:59:37,I. Alshannikov
ColorMapper,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/mapper/,kt,109,300,3255,6,1,10/08/19 21:54:21,I. Alshannikov,10/14/20 21:20:47,I. Alshannikov
GuideMapperAdapter,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/mapper/,kt,18,65,527,3,1,10/08/19 21:54:21,I. Alshannikov,07/13/21 18:39:58,I. Alshannikov
GuideMappers,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/mapper/,kt,91,231,2882,11,1,10/08/19 21:54:21,I. Alshannikov,07/27/21 22:17:30,I. Alshannikov
GuideMapperWithGuideBreaks,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/mapper/,kt,23,84,745,3,1,10/08/19 21:54:21,I. Alshannikov,11/25/20 22:59:37,I. Alshannikov
LineTypeMapper,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/mapper/,kt,24,74,761,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
ShapeMapper,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/mapper/,kt,54,144,1705,3,1,10/08/19 21:54:21,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
AlphaMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,25,81,755,5,1,10/08/19 21:54:21,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
ColorBrewerMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,148,555,6475,13,2,10/08/19 21:54:21,I. Alshannikov,08/30/21 18:28:51,I. Alshannikov
ColorGradient2MapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,92,334,3640,10,1,10/08/19 21:54:21,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
ColorGradientMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,49,189,2029,7,1,10/08/19 21:54:21,I. Alshannikov,07/13/21 18:39:58,I. Alshannikov
ColorHueMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,106,346,3741,8,1,10/08/19 21:54:21,I. Alshannikov,07/09/21 23:06:00,I. Alshannikov
DirectlyProportionalMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,32,131,1270,8,1,10/08/19 21:54:21,I. Alshannikov,08/03/21 20:55:54,I. Alshannikov
GreyscaleLightnessMapperProvider,plot-builder-portable/src/commonMain/kotlin/jetbrains/datalore/plot/builder/scale/provider/,kt,58,204,1919,8,1,06/23/20 00:14:33,I. Alshannikov,07/09/21 23:06:00,I. Alshannikov
